63294.00,0.03,0.00,1.00,156,
63415.00,-0.03,-0.02,1.00,155,
63607.00,0.02,0.02,1.00,155,
63688.00,0.03,0.00,1.00,154,
63788.00,0.03,0.00,1.00,155,
64004.00,0.03,-0.02,1.00,153,
64264.00,0.00,0.00,1.00,155,
64789.00,0.02,0.03,1.00,155,
65308.00,0.00,0.03,1.00,154,
65842.00,-0.03,0.02,1.00,153,
66037.00,0.03,0.00,1.02,153,
66232.00,0.02,0.03,1.03,151,
66306.00,0.02,-0.02,1.00,156,
66369.00,0.03,-0.02,1.00,154,
66437.00,0.00,0.00,1.00,154,
66521.00,-0.05,0.02,1.00,151,
66834.00,0.02,0.02,1.00,156,
66906.00,-0.08,0.05,1.00,153,
66968.00,-0.02,0.02,1.00,153,
67051.00,0.09,-0.02,1.00,153,
67116.00,0.05,0.00,1.00,152,
67178.00,0.00,-0.02,1.00,153,
67261.00,-0.05,0.02,0.98,153,
67344.00,-0.02,0.00,1.02,153,
67416.00,0.05,-0.02,1.00,155,
67478.00,0.06,0.00,1.00,154,
67561.00,-0.03,-0.02,1.00,153,
67883.00,0.02,-0.05,0.98,152,
67945.00,-0.05,-0.02,0.98,152,
68018.00,0.02,0.05,0.98,152,
68102.00,0.02,0.00,1.00,153,
68552.00,-0.02,0.00,1.02,153,
68626.00,0.08,-0.03,1.00,154,
68707.00,0.00,0.00,1.02,155,
68887.00,-0.02,0.02,1.00,154,
69083.00,-0.05,0.00,1.02,153,
69154.00,-0.03,-0.02,1.02,154,
69218.00,-0.03,0.05,1.02,152,
69311.00,0.02,-0.03,1.02,156,
69393.00,0.08,-0.03,1.00,153,
69502.00,0.00,0.00,1.02,154,
69592.00,0.02,0.00,1.00,157,
69665.00,0.03,0.03,1.00,156,
69730.00,0.05,-0.05,1.00,156,
69799.00,0.05,0.03,1.00,155,
69883.00,-0.05,-0.03,1.02,154,
69957.00,-0.05,0.13,1.00,154,
70137.00,0.02,-0.06,1.00,152,
70221.00,-0.02,0.02,1.00,151,
70285.00,0.00,0.02,1.00,158,
70356.00,0.06,0.08,1.00,152,
70543.00,-0.03,-0.03,1.02,152,
70638.00,-0.02,0.02,1.00,153,
70918.00,-0.02,0.00,1.02,156,
70999.00,-0.03,0.03,1.00,153,
71263.00,0.02,0.00,1.02,152,
71325.00,-0.02,0.05,1.03,152,
71388.00,-0.02,0.03,1.00,153,
71471.00,0.02,0.05,1.00,154,
71553.00,0.02,-0.03,1.00,151,
71628.00,-0.05,-0.05,1.00,153,
71711.00,-0.06,0.03,1.02,151,
71908.00,0.03,0.00,1.00,152,
72122.00,0.02,0.03,1.02,152,
72196.00,0.02,0.05,1.02,156,
72258.00,0.05,0.00,1.00,155,
72340.00,-0.02,-0.05,1.00,155,
72551.00,0.03,0.03,1.00,152,
72862.00,-0.03,0.03,1.00,154,
72935.00,0.05,0.05,1.02,152,
73007.00,0.03,0.00,1.00,152,
73068.00,0.00,-0.03,0.98,155,
73161.00,-0.06,-0.02,1.00,153,
73229.00,-0.03,0.02,1.00,153,
73297.00,0.02,0.05,1.00,154,
73381.00,0.08,0.02,1.00,153,
73698.00,0.03,0.03,1.02,152,
73781.00,0.00,0.02,1.00,153,
73979.00,0.00,-0.02,1.00,153,
74047.00,0.05,0.03,0.98,152,
74243.00,-0.03,-0.03,1.00,152,
74307.00,-0.02,-0.02,1.00,154,
74390.00,0.02,0.02,1.02,155,
74473.00,0.03,0.05,1.00,152,
74652.00,-0.03,-0.03,1.02,153,
74843.00,0.06,0.00,1.02,151,
74905.00,0.00,0.05,1.02,151,
74968.00,-0.02,-0.03,1.02,152,
75051.00,0.03,-0.02,1.02,153,
75132.00,-0.02,-0.02,1.00,155,
75216.00,-0.02,0.03,1.00,152,
75278.00,0.03,-0.02,1.00,155,
75361.00,0.02,0.02,1.00,153,
75443.00,-0.05,0.02,1.00,150,
75506.00,0.00,0.00,1.00,151,
75557.00,0.00,-0.02,1.02,156,
75641.00,0.00,0.00,1.00,153,
75713.00,-0.02,0.02,1.00,154,
75786.00,0.02,0.03,1.00,150,
75847.00,0.00,0.03,1.02,155,
76026.00,-0.05,0.02,0.98,152,
76088.00,0.06,0.08,1.00,157,
76171.00,-0.02,-0.02,1.00,152,
76367.00,0.02,-0.06,1.00,153,
76450.00,-0.02,0.03,1.00,151,
76533.00,-0.06,0.06,0.97,152,
76606.00,-0.03,-0.14,1.00,151,
76668.00,0.02,-0.11,1.02,151,
76751.00,0.02,0.00,1.02,151,
76948.00,-0.02,0.02,1.00,152,
77032.00,0.00,0.02,1.00,152,
77212.00,-0.02,-0.08,1.02,153,
77277.00,0.03,-0.02,1.02,155,
77472.00,-0.03,-0.06,1.00,154,
77663.00,0.03,0.00,1.00,152,
77734.00,0.06,-0.02,0.98,157,
77827.00,-0.03,-0.08,1.02,153,
77897.00,-0.06,0.02,1.00,152,
77981.00,0.02,0.03,1.00,152,
78308.00,0.02,0.03,1.03,152,
78392.00,0.02,0.06,0.98,156,
78711.00,0.02,0.03,1.00,152,
78902.00,-0.06,0.02,1.00,151,
79093.00,0.08,0.02,1.02,152,
79283.00,-0.03,0.00,1.02,152,
79345.00,-0.03,0.02,1.00,152,
79418.00,0.00,0.02,1.00,152,
79501.00,0.06,0.05,1.02,151,
79807.00,0.02,0.03,1.02,151,
79987.00,-0.02,0.00,1.00,149,
80084.00,-0.06,0.05,1.00,153,
80237.00,0.05,0.02,1.02,151,
80281.00,0.06,-0.03,1.02,155,
80324.00,0.02,0.00,1.02,151,
80366.00,-0.03,0.00,1.00,150,
80409.00,-0.05,0.03,1.00,154,
80451.00,-0.06,0.06,1.03,151,
80494.00,-0.02,0.05,0.98,159,
80537.00,0.02,0.03,1.02,151,
80581.00,0.05,0.00,1.00,152,
80625.00,0.08,-0.02,1.00,153,
80668.00,0.02,-0.02,1.00,150,
80712.00,-0.02,-0.02,1.00,151,
80774.00,-0.06,0.02,1.02,151,
80817.00,-0.06,0.02,1.00,151,
80859.00,-0.03,0.03,1.02,154,
80904.00,-0.02,0.05,0.98,151,
80946.00,0.08,0.00,0.98,151,
80988.00,0.06,-0.05,0.98,153,
81032.00,0.03,-0.03,1.00,151,
81074.00,0.00,-0.02,1.00,151,
81117.00,-0.05,-0.02,1.00,149,
81197.00,-0.03,-0.02,1.00,153,
81529.00,-0.03,0.02,1.02,148,
82059.00,0.06,-0.02,0.98,151,
82340.00,-0.02,0.02,1.02,151,
82648.00,-0.08,0.05,1.00,151,
82733.00,0.00,0.05,1.02,152,
82805.00,0.08,-0.05,1.03,157,
82868.00,0.06,-0.08,0.98,151,
82952.00,-0.05,-0.03,1.02,152,
83030.00,-0.05,0.09,1.00,152,
83098.00,0.02,0.05,1.00,151,
83196.00,0.06,-0.09,1.00,152,
83281.00,0.00,-0.05,1.05,151,
83348.00,-0.06,0.03,1.00,152,
83391.00,-0.06,0.06,1.00,153,
83434.00,-0.03,0.06,1.03,153,
83477.00,0.03,0.06,0.98,152,
83538.00,0.08,-0.03,1.00,147,
83587.00,0.05,-0.05,0.98,152,
83628.00,0.00,-0.06,1.02,151,
83671.00,-0.03,-0.05,0.98,151,
83714.00,-0.06,0.03,1.00,150,
83757.00,-0.05,0.06,1.00,152,
83799.00,-0.02,0.05,1.00,150,
83842.00,0.03,0.05,1.00,152,
83886.00,0.08,0.00,1.02,151,
83928.00,0.08,-0.05,1.02,150,
83971.00,0.03,-0.05,1.00,150,
84014.00,-0.02,-0.05,1.00,151,
84057.00,-0.06,0.02,1.02,154,
84099.00,-0.09,0.05,1.00,151,
84142.00,-0.02,0.06,1.03,152,
84187.00,0.05,0.05,1.00,152,
84229.00,0.05,0.00,1.00,154,
84272.00,0.08,-0.02,0.98,152,
84315.00,0.03,-0.02,1.02,152,
84358.00,-0.02,-0.03,1.00,150,
84401.00,-0.05,-0.02,1.02,151,
84443.00,-0.11,0.03,1.00,151,
84487.00,-0.03,0.05,1.00,151,
84529.00,0.02,0.03,1.02,150,
84572.00,0.06,0.05,1.00,150,
84614.00,0.09,-0.02,1.00,151,
84657.00,0.05,0.00,1.02,148,
84718.00,-0.03,-0.03,1.02,150,
84761.00,-0.05,0.00,1.00,150,
84805.00,-0.06,0.02,1.00,148,
84847.00,-0.05,0.02,1.02,151,
84890.00,0.00,0.03,1.00,150,
84932.00,0.05,0.02,1.00,154,
84975.00,0.08,0.00,1.02,151,
85017.00,0.06,-0.03,1.03,149,
85060.00,0.03,-0.05,1.00,150,
85104.00,-0.02,-0.02,1.00,152,
85147.00,-0.06,0.02,1.00,150,
85189.00,-0.05,0.02,1.00,152,
85232.00,-0.02,0.02,0.98,150,
85275.00,0.03,0.03,1.02,150,
85317.00,0.08,-0.02,1.03,150,
85360.00,0.05,0.00,1.00,151,
85404.00,0.03,0.00,1.02,150,
85446.00,0.00,0.00,1.03,151,
85488.00,-0.06,0.00,1.00,151,
85530.00,-0.06,0.02,1.02,148,
85573.00,-0.02,0.00,1.00,155,
85616.00,0.00,0.03,1.02,150,
85658.00,0.05,0.02,1.00,150,
85702.00,0.08,0.02,1.02,150,
85744.00,0.03,0.00,1.02,150,
85787.00,0.00,0.00,0.98,154,
85829.00,-0.02,0.02,1.00,150,
85892.00,-0.08,0.00,0.98,150,
85934.00,-0.03,0.00,1.00,152,
85978.00,-0.02,0.03,1.02,152,
86021.00,0.05,0.02,1.02,155,
86064.00,0.05,0.00,1.00,152,
86106.00,0.05,0.00,1.02,150,
86148.00,0.02,-0.02,1.00,153,
86191.00,-0.02,0.03,1.00,150,
86234.00,-0.06,0.03,1.00,150,
86278.00,-0.05,0.02,0.98,152,
86321.00,0.02,0.03,1.00,148,
86373.00,0.05,0.00,1.00,151,
86449.00,0.05,0.02,1.00,152,
86539.00,-0.05,0.02,1.00,150,
86663.00,-0.03,0.00,1.00,149,
86730.00,0.05,0.00,1.02,148,
87688.00,-0.05,0.00,1.00,150,
87993.00,-0.02,0.03,1.02,158,
88056.00,-0.03,-0.03,1.02,152,
88248.00,0.02,0.03,1.00,151,
88906.00,0.06,-0.03,1.02,151,
88965.00,0.02,0.02,1.00,151,
89014.00,0.00,0.03,1.02,150,
89057.00,0.00,0.05,1.00,154,
89099.00,-0.02,0.02,1.02,151,
89142.00,-0.03,0.00,0.98,150,
89204.00,-0.02,-0.02,1.00,147,
89248.00,0.02,-0.03,1.02,150,
89293.00,0.05,0.00,1.02,150,
89338.00,0.02,0.05,1.00,151,
